gene_callers_id	source	accession	function	e_value
971	NCBI_PGAP	WP_014948686.1	transcriptional regulator TyrR (tyrR)	0
972	NCBI_PGAP	WP_014948687.1	fumarylacetoacetate hydrolase family protein	0
973	NCBI_PGAP	WP_014948688.1	maleylacetoacetate isomerase (maiA)	0
974	NCBI_PGAP	WP_014948689.1	Lrp/AsnC family transcriptional regulator	0
975	NCBI_PGAP	WP_014948690.1	Glu/Leu/Phe/Val dehydrogenase	0
976	NCBI_PGAP	WP_014948691.1	late competence development ComFB family protein	0
977	NCBI_PGAP	WP_041693407.1	tryptophan 2,3-dioxygenase	0
978	NCBI_PGAP	WP_014948693.1	TonB-dependent receptor	0
979	NCBI_PGAP	WP_187289707.1	sulfotransferase	0
980	NCBI_PGAP	WP_014948695.1	TonB-dependent receptor	0
981	NCBI_PGAP	WP_014948696.1	2OG-Fe(II) oxygenase	0
984	NCBI_PGAP	WP_014948699.1	aspartyl/asparaginyl beta-hydroxylase domain-containing protein	0
985	NCBI_PGAP	WP_014948700.1	tetratricopeptide repeat protein	0
986	NCBI_PGAP	WP_014948701.1	2OG-Fe(II) oxygenase	0
987	NCBI_PGAP	WP_014948702.1	DUF3450 domain-containing protein	0
988	NCBI_PGAP	WP_014948703.1	MotA/TolQ/ExbB proton channel family protein	0
989	NCBI_PGAP	WP_012517736.1	MotA/TolQ/ExbB proton channel family protein	0
990	NCBI_PGAP	WP_012517737.1	biopolymer transporter ExbD	0
991	NCBI_PGAP	WP_014948704.1	energy transducer TonB	0
992	NCBI_PGAP	WP_014975939.1	tetratricopeptide repeat protein	0
993	NCBI_PGAP	WP_014948706.1	tRNA(Met) cytidine acetyltransferase	0
994	NCBI_PGAP	WP_012517742.1	acyl-CoA thioesterase	0
995	NCBI_PGAP	WP_014948707.1	TonB-dependent receptor	0
997	NCBI_PGAP	WP_014948709.1	nicotinamide mononucleotide transporter	0
998	NCBI_PGAP	WP_014948710.1	phosphotransferase	0
1000	NCBI_PGAP	WP_014948712.1	ribosomal protein S18-alanine N-acetyltransferase (rimI)	0
1002	NCBI_PGAP	WP_014948714.1	DMT family transporter	0
1003	NCBI_PGAP	WP_014948715.1	LysR family transcriptional regulator	0
1004	NCBI_PGAP	WP_014948716.1	MFS transporter	0
1005	NCBI_PGAP	WP_014948717.1	TIGR03571 family LLM class oxidoreductase	0
1006	NCBI_PGAP	WP_014948718.1	2,5-didehydrogluconate reductase DkgB (dkgB)	0
1007	NCBI_PGAP	WP_014948719.1	alcohol dehydrogenase catalytic domain-containing protein	0
1008	NCBI_PGAP	WP_014948720.1	DUF2955 domain-containing protein	0
1009	NCBI_PGAP	WP_014948721.1	HlyD family secretion protein	0
1010	NCBI_PGAP	WP_014948722.1	MarR family transcriptional regulator	0
1011	NCBI_PGAP	WP_014948723.1	two-component system response regulator BtsR (yehT)	0
1012	NCBI_PGAP	WP_014948724.1	sensor histidine kinase	0
1013	NCBI_PGAP	WP_014948725.1	carbon starvation protein A	0
1014	NCBI_PGAP	WP_014948726.1	peptide chain release factor 3 (prfC)	0
1015	NCBI_PGAP	WP_014948727.1	arginine--tRNA ligase (argS)	0
1016	NCBI_PGAP	WP_014948728.1	NAD(P)H-dependent oxidoreductase	0
1017	NCBI_PGAP	WP_014948729.1	sulfotransferase family protein	0
1018	NCBI_PGAP	WP_014948730.1	pentapeptide repeat-containing protein	0
1019	NCBI_PGAP	WP_014948731.1	PQQ-dependent dehydrogenase, methanol/ethanol family	0
1020	NCBI_PGAP	WP_014948732.1	response regulator transcription factor	0
1021	NCBI_PGAP	WP_014948733.1	DUF2891 domain-containing protein	0
1022	NCBI_PGAP	WP_014948734.1	PLP-dependent cysteine synthase family protein	0
1023	NCBI_PGAP	WP_014948735.1	endonuclease/exonuclease/phosphatase family protein	0
1024	NCBI_PGAP	WP_041693700.1	GGDEF domain-containing protein	0
1025	NCBI_PGAP	WP_014948737.1	DUF417 family protein	0
1028	NCBI_PGAP	WP_014948740.1	LysR family transcriptional regulator	0
1029	NCBI_PGAP	WP_014948741.1	SDR family oxidoreductase	0
1030	NCBI_PGAP	WP_014948742.1	DUF2177 family protein	0
1031	NCBI_PGAP	WP_014948743.1	acyl-CoA desaturase	0
1032	NCBI_PGAP	WP_014948744.1	oxidoreductase	0
1033	NCBI_PGAP	WP_014948745.1	alkene reductase	0
1035	NCBI_PGAP	WP_014948748.1	lysine--tRNA ligase (lysS)	0
1036	NCBI_PGAP	WP_014948749.1	2-dehydropantoate 2-reductase	0
1037	NCBI_PGAP	WP_014948750.1	RNA pseudouridine synthase	0
1038	NCBI_PGAP	WP_014948751.1	Hpt domain-containing protein	0
1039	NCBI_PGAP	WP_014948752.1	insulinase family protein	0
1040	NCBI_PGAP	WP_014948753.1	glutamate--cysteine ligase	0
1044	NCBI_PGAP	WP_014948757.1	endonuclease SmrB (smrB)	0
1045	NCBI_PGAP	WP_039226525.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase (prmB)	0
1046	NCBI_PGAP	WP_014948759.1	chorismate synthase (aroC)	0
1047	NCBI_PGAP	WP_014948760.1	MFS transporter	0
1048	NCBI_PGAP	WP_014948761.1	SpoVR family protein	0
1049	NCBI_PGAP	WP_014948762.1	YeaH/YhbH family protein	0
1050	NCBI_PGAP	WP_014948763.1	PrkA family serine protein kinase	0
1051	NCBI_PGAP	WP_014948764.1	superoxide dismutase [Fe] (sodB)	0
1052	NCBI_PGAP	WP_014948765.1	Grx4 family monothiol glutaredoxin	0
1053	NCBI_PGAP	WP_014948766.1	RNA polymerase sigma factor	0
1054	NCBI_PGAP	WP_014948767.1	FecR domain-containing protein	0
1055	NCBI_PGAP	WP_014948768.1	TonB-dependent receptor	0
1056	NCBI_PGAP	WP_014948769.1	bacterioferritin-associated ferredoxin	0
1057	NCBI_PGAP	WP_014948770.1	peroxiredoxin C	0
1058	NCBI_PGAP	WP_014948771.1	ribonuclease T (rnt)	0
1059	NCBI_PGAP	WP_014948772.1	OmpA family protein	0
1060	NCBI_PGAP	WP_014948773.1	glycerophosphodiester phosphodiesterase (glpQ)	0
1061	NCBI_PGAP	WP_014948774.1	lactoylglutathione lyase (gloA)	0
1062	NCBI_PGAP	WP_014948775.1	SDR family oxidoreductase	0
1063	NCBI_PGAP	WP_014948776.1	cold-shock protein	0
1065	NCBI_PGAP	WP_014948778.1	M20/M25/M40 family metallo-hydrolase	0
1066	NCBI_PGAP	WP_014948779.1	endonuclease III	0
1067	NCBI_PGAP	WP_014948780.1	electron transport complex subunit E	0
1068	NCBI_PGAP	WP_014948781.1	RnfABCDGE type electron transport complex subunit G	0
1069	NCBI_PGAP	WP_014948782.1	electron transport complex subunit RsxD (rsxD)	0
1070	NCBI_PGAP	WP_041693415.1	MATE family efflux transporter	0
1071	NCBI_PGAP	WP_014948785.1	excinuclease ABC subunit UvrB (uvrB)	0
1072	NCBI_PGAP	WP_014948786.1	LysR family transcriptional regulator	0
1073	NCBI_PGAP	WP_014948787.1	7-cyano-7-deazaguanine synthase QueC (queC)	0
1074	NCBI_PGAP	WP_014948788.1	7-carboxy-7-deazaguanine synthase QueE (queE)	0
1075	NCBI_PGAP	WP_014948789.1	amino acid ABC transporter substrate-binding protein	0
1076	NCBI_PGAP	WP_014948790.1	asparagine synthase B (asnB)	0
1077	NCBI_PGAP	WP_014948791.1	M28 family peptidase	0
1078	NCBI_PGAP	WP_014948792.1	DUF3025 domain-containing protein	0
1079	NCBI_PGAP	WP_014948793.1	YIP1 family protein	0
1080	NCBI_PGAP	WP_014948794.1	SLC13 family permease	0
1081	NCBI_PGAP	WP_014948795.1	sulfate adenylyltransferase subunit CysN (cysN)	0
1082	NCBI_PGAP	WP_014948796.1	adenylyl-sulfate kinase (cysC)	0
1083	NCBI_PGAP	WP_014948797.1	sulfate adenylyltransferase subunit CysD (cysD)	0
1084	NCBI_PGAP	WP_014948798.1	sodium/proline symporter PutP (putP)	0
1085	NCBI_PGAP	WP_014948799.1	GGDEF domain-containing protein	0
1086	NCBI_PGAP	WP_014948800.1	DUF3379 domain-containing protein	0
1087	NCBI_PGAP	WP_014976004.1	sigma-70 family RNA polymerase sigma factor	0
1088	NCBI_PGAP	WP_014948802.1	DUF885 domain-containing protein	0
1089	NCBI_PGAP	WP_014948803.1	protein BatD	0
1090	NCBI_PGAP	WP_014948804.1	VWA domain-containing protein	0
1091	NCBI_PGAP	WP_014948805.1	VWA domain-containing protein	0
1092	NCBI_PGAP	WP_014948806.1	DUF4381 domain-containing protein	0
1093	NCBI_PGAP	WP_014948807.1	DUF58 domain-containing protein	0
1094	NCBI_PGAP	WP_014948808.1	MoxR family ATPase	0
1095	NCBI_PGAP	WP_014948809.1	acetyl-CoA C-acyltransferase FadI (fadI)	0
1096	NCBI_PGAP	WP_014948810.1	fatty acid oxidation complex subunit alpha FadJ (fadJ)	0
1099	NCBI_PGAP	WP_014948813.1	EAL domain-containing protein	0
1100	NCBI_PGAP	WP_014948814.1	insulinase family protein	0
1101	NCBI_PGAP	WP_014948815.1	phosphohistidine phosphatase SixA (sixA)	0
1103	NCBI_PGAP	WP_014948817.1	HlyC/CorC family transporter	0
1104	NCBI_PGAP	WP_014948818.1	cytochrome c biogenesis protein CcsA (ccsA)	0
1105	NCBI_PGAP	WP_014948819.1	signal recognition particle protein (ffh)	0
1109	NCBI_PGAP	WP_014948825.1	TerB family tellurite resistance protein	0
1110	NCBI_PGAP	WP_014948826.1	alpha/beta hydrolase	0
1111	NCBI_PGAP	WP_014948827.1	efflux RND transporter permease subunit	0
1112	NCBI_PGAP	WP_014948828.1	efflux RND transporter periplasmic adaptor subunit	0
1113	NCBI_PGAP	WP_014948829.1	ATP-binding cassette domain-containing protein	0
1114	NCBI_PGAP	WP_014948830.1	DsbA family protein	0
1116	NCBI_PGAP	WP_014948832.1	30S ribosomal protein S16 (rpsP)	0
1117	NCBI_PGAP	WP_014948833.1	ribosome maturation factor RimM (rimM)	0
1118	NCBI_PGAP	WP_014948834.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
1119	NCBI_PGAP	WP_024015986.1	50S ribosomal protein L19 (rplS)	0
1120	NCBI_PGAP	WP_014948836.1	trimeric intracellular cation channel family protein	0
1121	NCBI_PGAP	WP_014948837.1	enoyl-CoA hydratase/isomerase family protein	0
1122	NCBI_PGAP	WP_014948838.1	3-deoxy-7-phosphoheptulonate synthase	0
1123	NCBI_PGAP	WP_014948839.1	bifunctional chorismate mutase/prephenate dehydrogenase (tyrA)	0
1124	NCBI_PGAP	WP_014948840.1	A1 family peptidase	0
1126	NCBI_PGAP	WP_014948842.1	GNAT family N-acetyltransferase	0
1128	NCBI_PGAP	WP_014948844.1	diguanylate cyclase	0
1129	NCBI_PGAP	WP_014948845.1	prephenate dehydratase (pheA)	0
1130	NCBI_PGAP	WP_014948846.1	response regulator	0
1131	NCBI_PGAP	WP_014948847.1	stress response translation initiation inhibitorYciH (yciH)	0
1132	NCBI_PGAP	WP_014948848.1	STAS domain-containing protein	0
1133	NCBI_PGAP	WP_014948851.1	TerB family tellurite resistance protein	0
1134	NCBI_PGAP	WP_014948854.1	calcium-binding protein	0
1135	NCBI_PGAP	WP_014948855.1	HAMP domain-containing histidine kinase	0
1137	NCBI_PGAP	WP_014948857.1	sigma 54-interacting transcriptional regulator	0
1138	NCBI_PGAP	WP_014948858.1	GAF domain-containing protein	0
1139	NCBI_PGAP	WP_014948859.1	DUF72 domain-containing protein	0
1140	NCBI_PGAP	WP_014948860.1	aspartate--tRNA ligase (aspS)	0
1141	NCBI_PGAP	WP_014948861.1	dihydroneopterin triphosphate diphosphatase (nudB)	0
1142	NCBI_PGAP	WP_014948862.1	crossover junction endodeoxyribonuclease RuvC (ruvC)	0
1143	NCBI_PGAP	WP_014948863.1	Holliday junction branch migration protein RuvA (ruvA)	0
1144	NCBI_PGAP	WP_014948864.1	Holliday junction branch migration DNA helicase RuvB (ruvB)	0
1145	NCBI_PGAP	WP_014948865.1	tol-pal system-associated acyl-CoA thioesterase (ybgC)	0
1146	NCBI_PGAP	WP_014948866.1	protein TolQ (tolQ)	0
1147	NCBI_PGAP	WP_014948867.1	protein TolR (tolR)	0
1148	NCBI_PGAP	WP_014948868.1	cell envelope integrity protein TolA (tolA)	0
1149	NCBI_PGAP	WP_014948869.1	Tol-Pal system protein TolB (tolB)	0
1150	NCBI_PGAP	WP_014948870.1	peptidoglycan-associated lipoprotein Pal (pal)	0
1151	NCBI_PGAP	WP_014948871.1	tol-pal system protein YbgF (ybgF)	0
1152	NCBI_PGAP	WP_014948872.1	quinolinate synthase NadA (nadA)	0
1154	NCBI_PGAP	WP_014948874.1	patatin family protein	0
1155	NCBI_PGAP	WP_014948875.1	2-dehydropantoate 2-reductase	0
1156	NCBI_PGAP	WP_014948876.1	porin	0
1157	NCBI_PGAP	WP_014948877.1	glyoxalase	0
1158	NCBI_PGAP	WP_014948878.1	aspartate-semialdehyde dehydrogenase (asd)	0
1159	NCBI_PGAP	WP_014948879.1	cytochrome b	0
1160	NCBI_PGAP	WP_014948880.1	GGDEF domain-containing protein	0
1163	NCBI_PGAP	WP_014948884.1	CBS domain-containing protein	0
1164	NCBI_PGAP	WP_014948885.1	efflux RND transporter permease subunit	0
1165	NCBI_PGAP	WP_041693425.1	efflux RND transporter periplasmic adaptor subunit	0
1166	NCBI_PGAP	WP_014948887.1	TetR/AcrR family transcriptional regulator	0
1167	NCBI_PGAP	WP_014948888.1	TonB-dependent siderophore receptor	0
1168	NCBI_PGAP	WP_014948889.1	GNAT family N-acetyltransferase	0
1169	NCBI_PGAP	WP_014948890.1	efflux RND transporter permease subunit	0
1170	NCBI_PGAP	WP_014948891.1	efflux RND transporter periplasmic adaptor subunit	0
1171	NCBI_PGAP	WP_014948892.1	GGDEF domain-containing protein	0
1172	NCBI_PGAP	WP_014948893.1	membrane integrity-associated transporter subunit PqiC	0
1173	NCBI_PGAP	WP_014948894.1	intermembrane transport protein PqiB (pqiB)	0
1174	NCBI_PGAP	WP_110288075.1	paraquat-inducible protein A	0
1176	NCBI_PGAP	WP_014948897.1	asparagine--tRNA ligase (asnS)	0
1178	NCBI_PGAP	WP_014948899.1	calcium/sodium antiporter	0
1179	NCBI_PGAP	WP_014948900.1	RimK family protein	0
1180	NCBI_PGAP	WP_014948901.1	peptidase C39 family protein	0
1182	NCBI_PGAP	WP_014948903.1	DUF2937 family protein	0
1183	NCBI_PGAP	WP_014948904.1	adenosylmethionine--8-amino-7-oxononanoate transaminase (bioA)	0
1184	NCBI_PGAP	WP_014948905.1	biotin synthase BioB (bioB)	0
1185	NCBI_PGAP	WP_014948906.1	8-amino-7-oxononanoate synthase	0
1186	NCBI_PGAP	WP_014948907.1	methyltransferase	0
1187	NCBI_PGAP	WP_014948908.1	dethiobiotin synthase (bioD)	0
1188	NCBI_PGAP	WP_014948909.1	dipeptidase PepE (pepE)	0
1189	NCBI_PGAP	WP_014948910.1	low molecular weight phosphotyrosine protein phosphatase	0
1190	NCBI_PGAP	WP_014976065.1	iron ABC transporter permease	0
1191	NCBI_PGAP	WP_014948912.1	ABC transporter ATP-binding protein	0
1192	NCBI_PGAP	WP_014948913.1	3-deoxy-7-phosphoheptulonate synthase class II	0
1193	NCBI_PGAP	WP_014948914.1	DUF4118 domain-containing protein	0
1194	NCBI_PGAP	WP_014948915.1	response regulator transcription factor	0
1195	NCBI_PGAP	WP_014948916.1	TrkA family potassium uptake protein	0
1196	NCBI_PGAP	WP_014948917.1	Ktr system potassium transporter B	0
1198	NCBI_PGAP	WP_014948919.1	DUF3820 family protein	0
1199	NCBI_PGAP	WP_014948920.1	ABC transporter ATP-binding protein/permease	0
1200	NCBI_PGAP	WP_014948921.1	GTP 3',8-cyclase MoaA (moaA)	0
1201	NCBI_PGAP	WP_014948922.1	GNAT family N-acetyltransferase	0
1202	NCBI_PGAP	WP_014948923.1	response regulator	0
1203	NCBI_PGAP	WP_014948924.1	glutamate--tRNA ligase (gltX)	0
1204	NCBI_PGAP	WP_014948925.1	M14 family metallocarboxypeptidase	0
1205	NCBI_PGAP	WP_014948927.1	DUF1289 domain-containing protein	0
1206	NCBI_PGAP	WP_041693428.1	tRNA dihydrouridine(16) synthase DusC (dusC)	0
1208	NCBI_PGAP	WP_014948930.1	arylesterase	0
1209	NCBI_PGAP	WP_014948931.1	ABC transporter ATP-binding protein	0
1210	NCBI_PGAP	WP_014948932.1	FtsX-like permease family protein	0
1211	NCBI_PGAP	WP_014948933.1	TIGR01777 family protein	0
1212	NCBI_PGAP	WP_012517852.1	dihydroneopterin triphosphate 2'-epimerase (folX)	0
1213	NCBI_PGAP	WP_014948934.1	AI-2E family transporter	0
1215	NCBI_PGAP	WP_014948936.1	response regulator transcription factor	0
1216	NCBI_PGAP	WP_014948937.1	PepSY domain-containing protein	0
1217	NCBI_PGAP	WP_014948938.1	pyridoxamine 5'-phosphate oxidase family protein	0
1218	NCBI_PGAP	WP_014948939.1	YciI family protein	0
1219	NCBI_PGAP	WP_014948940.1	tryptophan synthase subunit alpha (trpA)	0
1220	NCBI_PGAP	WP_014948941.1	tryptophan synthase subunit beta (trpB)	0
1221	NCBI_PGAP	WP_014948942.1	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF (trpCF)	0
1222	NCBI_PGAP	WP_014948943.1	anthranilate phosphoribosyltransferase (trpD)	0
1223	NCBI_PGAP	WP_014948944.1	aminodeoxychorismate/anthranilate synthase component II	0
1224	NCBI_PGAP	WP_014948945.1	anthranilate synthase component 1	0
1225	NCBI_PGAP	WP_014948946.1	threonylcarbamoyl-AMP synthase	0
1226	NCBI_PGAP	WP_014948947.1	segregation/condensation protein A	0
1227	NCBI_PGAP	WP_014948948.1	SMC-Scp complex subunit ScpB (scpB)	0
1228	NCBI_PGAP	WP_014948949.1	23S rRNA pseudouridine(2605) synthase RluB (rluB)	0
1229	NCBI_PGAP	WP_014948950.1	2,5-didehydrogluconate reductase DkgB (dkgB)	0
1230	NCBI_PGAP	WP_014948951.1	sugar O-acetyltransferase	0
1231	NCBI_PGAP	WP_041693431.1	arsenate reductase family protein	0
1232	NCBI_PGAP	WP_014948955.1	DUF445 family protein	0
1233	NCBI_PGAP	WP_014948956.1	thiopurine S-methyltransferase (tmpT)	0
1234	NCBI_PGAP	WP_012517879.1	outer membrane protein assembly factor BamE	0
1235	NCBI_PGAP	WP_014948957.1	DNA repair protein RecN (recN)	0
1236	NCBI_PGAP	WP_014948958.1	DNA starvation/stationary phase protection protein Dps (dps)	0
1237	NCBI_PGAP	WP_014948959.1	NAD(+) kinase (nadK)	0
1238	NCBI_PGAP	WP_014948960.1	fatty acid cis/trans isomerase	0
1239	NCBI_PGAP	WP_041693433.1	iron-containing alcohol dehydrogenase	0
1240	NCBI_PGAP	WP_014948962.1	3-hydroxybutyrate dehydrogenase	0
1241	NCBI_PGAP	WP_014948963.1	prolyl oligopeptidase family serine peptidase	0
1242	NCBI_PGAP	WP_014948964.1	homoserine O-acetyltransferase	0
1243	NCBI_PGAP	WP_014948965.1	GntP family permease	0
1244	NCBI_PGAP	WP_014948966.1	TonB-dependent receptor	0
1245	NCBI_PGAP	WP_014948967.1	response regulator transcription factor	0
1246	NCBI_PGAP	WP_014948968.1	aspartyl protease family protein	0
1247	NCBI_PGAP	WP_014948969.1	hybrid sensor histidine kinase/response regulator	0
1248	NCBI_PGAP	WP_014948970.1	sel1 repeat family protein	0
1249	NCBI_PGAP	WP_014948971.1	nucleotide exchange factor GrpE (grpE)	0
1250	NCBI_PGAP	WP_014948972.1	molecular chaperone DnaK (dnaK)	0
1251	NCBI_PGAP	WP_014948973.1	molecular chaperone DnaJ (dnaJ)	0
1252	NCBI_PGAP	WP_014948974.1	cytochrome c	0
1254	NCBI_PGAP	WP_014948975.1	bifunctional diguanylate cyclase/phosphodiesterase	0
1255	NCBI_PGAP	WP_014948976.1	propionyl-CoA synthetase	0
1256	NCBI_PGAP	WP_014948977.1	cytochrome b/b6 domain-containing protein	0
1257	NCBI_PGAP	WP_014948978.1	4-hydroxy-tetrahydrodipicolinate reductase (dapB)	0
1258	NCBI_PGAP	WP_014948979.1	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit (carA)	0
1259	NCBI_PGAP	WP_014948980.1	carbamoyl-phosphate synthase large subunit (carB)	0
1260	NCBI_PGAP	WP_014948981.1	transcription elongation factor GreA (greA)	0
1261	NCBI_PGAP	WP_014948983.1	methyl-accepting chemotaxis protein	0
1263	NCBI_PGAP	WP_014948985.1	NUDIX hydrolase	0
1264	NCBI_PGAP	WP_014948986.1	DUF3224 domain-containing protein	0
1265	NCBI_PGAP	WP_014948987.1	acetate kinase	0
1266	NCBI_PGAP	WP_014948988.1	phosphate acetyltransferase (pta)	0
1267	NCBI_PGAP	WP_014948989.1	amidohydrolase family protein	0
1268	NCBI_PGAP	WP_014948990.1	apolipoprotein N-acyltransferase (lnt)	0
1269	NCBI_PGAP	WP_014948991.1	CNNM family magnesium/cobalt transport protein CorC (corC)	0
1270	NCBI_PGAP	WP_014948992.1	rRNA maturation RNase YbeY (ybeY)	0
1271	NCBI_PGAP	WP_039216249.1	PhoH family protein	0
1272	NCBI_PGAP	WP_014948994.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB (miaB)	0
1273	NCBI_PGAP	WP_014948995.1	FAD-dependent monooxygenase	0
1276	NCBI_PGAP	WP_014948998.1	TetR/AcrR family transcriptional regulator	0
1277	NCBI_PGAP	WP_014948999.1	carboxymuconolactone decarboxylase family protein	0
1280	NCBI_PGAP	WP_014949003.1	TonB-dependent receptor	0
1281	NCBI_PGAP	WP_014949004.1	acyl-CoA thioesterase	0
1282	NCBI_PGAP	WP_014949005.1	flavin reductase family protein	0
1283	NCBI_PGAP	WP_014949006.1	cupin domain-containing protein	0
1284	NCBI_PGAP	WP_014949007.1	alanine:cation symporter family protein	0
1285	NCBI_PGAP	WP_014949008.1	peptidylprolyl isomerase	0
1286	NCBI_PGAP	WP_014949009.1	redox-regulated ATPase YchF (ychF)	0
1287	NCBI_PGAP	WP_014949010.1	aminoacyl-tRNA hydrolase (pth)	0
1288	NCBI_PGAP	WP_014949011.1	50S ribosomal protein L25/general stress proteinCtc	0
1289	NCBI_PGAP	WP_014949012.1	NAD(P)-dependent alcohol dehydrogenase	0
1291	NCBI_PGAP	WP_014949014.1	ribose-phosphate pyrophosphokinase	0
1292	NCBI_PGAP	WP_014949015.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase (ispE)	0
1293	NCBI_PGAP	WP_014949016.1	outer membrane lipoprotein LolB (lolB)	0
1294	NCBI_PGAP	WP_014949017.1	glutamyl-tRNA reductase	0
1295	NCBI_PGAP	WP_014949018.1	peptide chain release factor 1 (prfA)	0
1296	NCBI_PGAP	WP_014949019.1	peptide chain release factor N(5)-glutamine methyltransferase (prmC)	0
1297	NCBI_PGAP	WP_014949020.1	DUF3369 domain-containing protein	0
1298	NCBI_PGAP	WP_014949021.1	SirB2 family protein	0
1299	NCBI_PGAP	WP_014949022.1	3-deoxy-8-phosphooctulonate synthase (kdsA)	0
1301	NCBI_PGAP	WP_014949024.1	transcriptional regulator GcvA	0
1302	NCBI_PGAP	WP_014949025.1	dienelactone hydrolase family protein	0
1303	NCBI_PGAP	WP_014949026.1	DUF423 domain-containing protein	0
1304	NCBI_PGAP	WP_014949027.1	23S rRNA (cytidine(2498)-2'-O)-methyltransferaseRlmM (rlmM)	0
1305	NCBI_PGAP	WP_014949028.1	elongation factor G	0
1306	NCBI_PGAP	WP_014949029.1	cyanase (cynS)	0
1307	NCBI_PGAP	WP_014949030.1	formate/nitrite transporter family protein	0
1308	NCBI_PGAP	WP_014949031.1	DUF3488 domain-containing transglutaminase family protein	0
1309	NCBI_PGAP	WP_014949032.1	DUF58 domain-containing protein	0
1310	NCBI_PGAP	WP_014949033.1	MoxR family ATPase	0
1311	NCBI_PGAP	WP_014949034.1	replication initiation negative regulator SeqA (seqA)	0
1312	NCBI_PGAP	WP_014949035.1	alpha-D-glucose phosphate-specific phosphoglucomutase	0
1313	NCBI_PGAP	WP_014949036.1	glycogen/starch/alpha-glucan phosphorylase	0
1314	NCBI_PGAP	WP_014949037.1	bifunctional diguanylate cyclase/phosphodiesterase	0
1315	NCBI_PGAP	WP_014949038.1	succinylglutamate desuccinylase (astE)	0
1316	NCBI_PGAP	WP_014949039.1	HIT domain-containing protein	0
1317	NCBI_PGAP	WP_014949040.1	heavy metal-binding domain-containing protein	0
1318	NCBI_PGAP	WP_014949041.1	dicarboxylate/amino acid:cation symporter	0
1319	NCBI_PGAP	WP_014949042.1	DUF2897 family protein	0
1320	NCBI_PGAP	WP_014949043.1	M15 family metallopeptidase	0
1321	NCBI_PGAP	WP_014949044.1	succinyl-diaminopimelate desuccinylase (dapE)	0
1322	NCBI_PGAP	WP_014949045.1	ArsC family reductase	0
1323	NCBI_PGAP	WP_014949046.1	PTS glucose transporter subunit IIA	0
1324	NCBI_PGAP	WP_014949047.1	ACT domain-containing protein	0
1325	NCBI_PGAP	WP_014949048.1	VOC family protein	0
1326	NCBI_PGAP	WP_014949049.1	4-hydroxyphenylpyruvate dioxygenase (hppD)	0
1327	NCBI_PGAP	WP_014949050.1	homogentisate 1,2-dioxygenase	0
1328	NCBI_PGAP	WP_014949051.1	MarR family transcriptional regulator	0
1330	NCBI_PGAP	WP_014949053.1	EAL domain-containing protein	0
1331	NCBI_PGAP	WP_014949054.1	EAL domain-containing protein	0
1332	NCBI_PGAP	WP_014949055.1	MBL fold metallo-hydrolase	0
1333	NCBI_PGAP	WP_014949056.1	efflux RND transporter permease subunit	0
1334	NCBI_PGAP	WP_014949057.1	efflux RND transporter periplasmic adaptor subunit	0
1335	NCBI_PGAP	WP_014949058.1	NAD(P)H-dependent oxidoreductase	0
1336	NCBI_PGAP	WP_014949059.1	acyloxyacyl hydrolase	0
1338	NCBI_PGAP	WP_014949061.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	0
1339	NCBI_PGAP	WP_014949062.1	(2Fe-2S)-binding protein	0
1340	NCBI_PGAP	WP_014949063.1	helix-turn-helix transcriptional regulator	0
1341	NCBI_PGAP	WP_014949064.1	antibiotic biosynthesis monooxygenase	0
1342	NCBI_PGAP	WP_014949065.1	diguanylate cyclase	0
1343	NCBI_PGAP	WP_014949066.1	urate hydroxylase PuuD	0
1344	NCBI_PGAP	WP_014949067.1	guanine deaminase (guaD)	0
1345	NCBI_PGAP	WP_014949068.1	hydroxyisourate hydrolase (uraH)	0
1346	NCBI_PGAP	WP_014949069.1	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (uraD)	0
1347	NCBI_PGAP	WP_014949070.1	xanthine dehydrogenase accessory protein XdhC (xdhC)	0
1348	NCBI_PGAP	WP_014949071.1	xanthine dehydrogenase molybdopterin binding subunit (xdhB)	0
1349	NCBI_PGAP	WP_014949072.1	xanthine dehydrogenase small subunit (xdhA)	0
1350	NCBI_PGAP	WP_014949073.1	TetR/AcrR family transcriptional regulator	0
1351	NCBI_PGAP	WP_014949074.1	allantoinase PuuE (puuE)	0
1353	NCBI_PGAP	WP_014949076.1	NCS2 family permease	0
1354	NCBI_PGAP	WP_014949077.1	adenosine deaminase	0
1355	NCBI_PGAP	WP_014949078.1	Hpt domain-containing protein	0
1356	NCBI_PGAP	WP_014949079.1	EAL domain-containing protein	0
1357	NCBI_PGAP	WP_014949080.1	diguanylate cyclase	0
1358	NCBI_PGAP	WP_014949081.1	response regulator	0
1359	NCBI_PGAP	WP_014949082.1	purine nucleoside permease	0
1360	NCBI_PGAP	WP_014949083.1	TonB-dependent receptor	0
1361	NCBI_PGAP	WP_014949084.1	purine permease	0
